Hacked target, DeFi Exploit Name,Description, Amount of loss, Attack method, Time, Source,,,,,,
SpaceGodzilla,,"SpaceGodzilla, a project on the BSC chain, was attacked by hackers with a flash loan. Hackers used flash loans to borrow large amounts of money, manipulated the price of SpaceGodzilla in the trading pool on PancakeSwap, and exploited vulnerabilities in the project for arbitrage. At present, the hacker has exchanged the 25,378.78 BUSD profited from this attack to BNB and transferred it through Tornado.Cash.","25,378.78 BUSD",Flash Loan Attack,2022-07-14,https://www.panewslab.com/zh/articledetails/u25j5p3kdvu9.html,,,,,,
Shade Inu Token,,"A fake Shade Inu Token project deployer removed approximately $101,000 (424 BNB) of liquidity from the liquidity pool. After investigation, this Shade Inu Token was identified as a scam, the project launched a fake Shade Inu Token, created a WBNB/SadeIT pool with the initial 200 BNB and provided liquidity to it, so the deployer made a total profit of about $53,000 ( 224 BNB).",224 BNB,Scam,2022-07-06,https://mp.weixin.qq.com/s/tFTNY5700G-QxrrRQT7O6A,,,,,,
pandorachainDAO,,"The pandorachainDAO project suffered a flash loan attack, resulting in a loss of assets worth about $128,000.","128,000",Flash Loan Attack,2022-06-22,https://gostake.io/resource/news/7a9960908de49041e5e863fbb0b20463.html,,,,,,
LV PLUS,,"The LV PLUS (Token LVP) project has been identified as a Rug Pull project. So far, the project has resulted in losses of about $1.5 million. LV PLUS claims to be affiliated with the ""LV Metaverse"", and the main reason for the loss, which is defined as a Rug Pull, is that the LV PLUS contract deployer sent tokens to certain wallets - these wallet addresses subsequently sold the project's tokens, causing the project's market to crash .","1,500,000",Rug Pull,2022-06-21,https://mp.weixin.qq.com/s/a7jhb1O9mHDc4Dnw5onn-Q,,,,,,
whaleswap.finance,,"The whaleswap.finance project was attacked, and at least 5946 BUSD and 5964 USDT were lost. The reason may be that there is a problem with the K value verification of the whaleswap.finance Pair contract. Whenever the user exchanges, there is a problem with the parameter magnitude passed in the K value verification, which causes the K value verification to fail. The attacker first borrows a BSC-USD through a flash loan, and then returns the flash loan when the K value verification parameter is on the order of 10000^4. The parameter verification level used in the K value verification is 10000^2, which causes the K verification to fail.",5946 BUSD+5964 USDT,K value verification vulnerability,2022-06-21,https://www.panewslab.com/zh/sqarticledetails/xa9zc04d.html,,,,,,
DHE,,"A Rug Pull occurred in the DHE project, causing the price of DHE tokens to drop by more than 91%. Total losses are currently around $142,000.","142,000",Rug Pull,2022-06-21,https://twitter.com/CertiKAlert/status/1539031511114063873,,,,,,
Fswap,,"Fswap was attacked by a hacker on June 13. Fswap stated that the attack was a vulnerability incident of a non-attacked project and a malicious loan attack. Hackers borrowed money from BISWAP to FSWAP for transaction attacks. The hacker made about 1,751 WBNB worth about $500,000.","1,751 WBNB",Flash Loan Attack,2022-06-13,https://twitter.com/fswap2021/status/1536413676688838663,,,,,,
ElonMVP,,"The ElonMVP token suffered a Rug Pull, the token price fell by 99%, and over 622 BNB were transferred to Tornado.Cash, with a loss of about $130,000.","130,000",Rug Pull,2022-06-13,https://www.defidaonews.com/article/6757238,,,,,,
HEGE,,"On June 12, the price of the HEGE token plummeted by more than 97%. The current loss amount is approximately $429,000.","429,000",Rug Pull,2022-06-12,https://mp.weixin.qq.com/s/DNpSPi3xiIndpNCxL7HL6Q,,,,,,
SHELL,,"On June 11, the SHELL token price fell by more than 56%. The project owner minted 150 million tokens at one address, then transferred them and sold some of them in 12 transactions for about $180,000.","180,000",Rug Pull,2022-06-11,https://mp.weixin.qq.com/s/DNpSPi3xiIndpNCxL7HL6Q,,,,,,
Gym Network,,"GYM NETWORK Hacked, Lost $2.1M, Stolen Funds Moved to Tornado Cash. According to the official Twitter account, the attack was caused by an attack on the Claim & Pool function, which resulted in a significant price drop.","2,100,000",Contract Vulnerability,2022-06-08,https://twitter.com/GymNet_Official/status/1534452473754157056,,,,,,
Baby Elon,,"The Baby Elon project on BNBChain had a rug pull on June 8, and they took 623 BNB (~$179,000) and quickly moved the funds to Tornado Cash.",623 BNB,Rug Pull,2022-06-08,https://twitter.com/PeckShieldAlert/status/1534398198957088775,,,,,,
BabyElon,,"A Rug Pull occurred on the project BabyElon on BNB Chian, the token dropped 98%, and the scammers have transferred 623 BNB to Tornado Cash, with a loss of about $180,000.","180,000",Rug Pull,2022-06-08,https://www.panewslab.com/en/articledetails/lc63adcv.html,,,,,,
fomo-dao,,"The fomo-dao project is suspected of being attacked, and the attacker has made a profit of $110,000, which has been transferred to Tornado.cash.","110,000",Flash Loan Attack,2022-06-04,https://www.defidaonews.com/article/6755292,,,,,,
CoFiXProtocol,,"The project CoFiXProtocol on BNB Chian suffered a price manipulation attack, and the attackers made a profit of about $140,000.","$140,000",Price Manipulation,2022-06-02,https://www.panewslab.com/zh/articledetails/nkp0jggw.html,,,,,,
StarMan,,"A Rug Pull occurred in StarMan, the coin price fell 99.5%, and the scammers have transferred about 640.4 BNB to Tornado Cash. Losses were valued at approximately $196,000.","196,000",Rug Pull,2022-06-02,http://v2.tokeninsight.com/en/news/starman-on-bnb-chain-appeared-rug-pull,,,,,,
Armadillo Coin,,"Rug Pull on Armadillo Coin on BNB Chian, scammers have transferred 663.4 BNB to Tornado.Cash.",663.4 BNB,Rug Pull,2022-06-01,https://www.theblockbeats.info/en/flash/85097,,,,,,
Novo,,"DeFi project Novo is suspected of being attacked, and hackers have transferred 280 BNB (about $89,600) to Tornado.cash.",200 BNB,Contract Vulnerability,2022-05-30,https://www.panewslab.com/zh/sqarticledetails/y3y02hxy.html,,,,,,
DecentraWorld,,"DecentraWorld’s DEWO token price plummeted, the founding team of DecentraWorld drained the project’s funds and stole 3,127 BNB (about $1 million), and the project’s official website and Twitter account were deleted.","3,127 BNB",Rug Pull,2022-05-25,https://twitter.com/CertiKAlert/status/1529180042311389184,,,,,,
bDollar,,"The first algorithmic stablecoin project on Binance Smart Chain, bDollar, suffered a price manipulation attack, and the attacker made a profit of 2,381 WBNB (worth about $730,000). This attack mainly exploits the design loophole of the claimAndReinvestFromPancakePool function in the DAO fund proxy contract CommunityFund when adding liquidity. It does not fully consider that after the price is maliciously raised, the project party will passively use the funds in its own contract when adding liquidity. The situation of high-level connection.",2381 WBNB,Price Manipulation,2022-05-21,https://www.defidaonews.com/article/6752278,,,,,,
Feminist Metaverse,,"The Feminist Metaverse project on BNB Chain was attacked. The attackers have transferred 1838 BNB to Tornado.cash, about $540,000.","1,838 BNB",Flash Loan Attack,2022-05-18,https://twitter.com/FM_Token/status/1526945914061049856,,,,,,
FEG,,"The multi-chain DeFi protocol FEG was suspected of being attacked, and a total of 143 Ethereum and 32,747 BNB were lost, about $1.3 million.","1,300,000",Flash Loan Attack,2022-05-16,https://twitter.com/FEGtoken/status/1525965942517268480,,,,,,
Venus Protocol,,"Venus Protocol issued a statement saying that Chainlink’s suspension of LUNA price updates after extreme volatility in LUNA prices caused the price of LUNA on the Venus lending market to remain at $0.107, while the market price of LUNA had dropped to $0.01 at that time. After the price update was suspended, two addresses lent about $13.5 million in assets by staking 230 million LUNA (worth about $2.3 million at the time), resulting in a loss of about $11.2 million to the protocol. At present, the LUNA lending market has been suspended, and this loss will be made up by the risk fund.","11,200,000",Oracle Attack,2022-05-12,https://blog.venus.io/venus-protocol-official-statement-regarding-luna-6eb45c3cb058,,,,,,
Fortress Protocol,,"Fortress Protocol, a lending protocol on BNB Chain, was suspected of being attacked. Token FTS fell by 42% in a short time. Currently, 1,048 Ethereum and 400,000 DAI have been transferred to Tornado.cash.","3,050,000",Flash Loan Attack,2022-05-09,https://twitter.com/Fortressloans/status/1523495202115051520,,,,,,
Cashera,,"Cashera is a project that claims to offer a ""banking revolution"" through its CSR crypto token. The project does a number of things to try to appear legitimate, including linking to government records showing a company named after it is registered in the UK and conducting a smart contract audit courtesy of AuditRateTech. Their website boasts ""partners"" including VISA, PayPal, Netflix and Spotify. Still, project deployers suddenly minted 23 million CSR tokens, which they exchanged for nearly $90,000 in other assets, plummeting the token value by about 70% in the process. The development team also took the project website offline.","90,000",Scam,2022-05-09,https://twitter.com/CertiKAlert/status/1523379700860473344,,,,,,
Hunter,,"The DeFi project Hunter has been rug pull, and currently Telegram, Discord, and the website cannot be opened.","1,200,000",Rug Pull,2022-05-08,https://twitter.com/CertiKAlert/status/1523153063875575809,,,,,,
Wiener DOGE,,"The Wiener DOGE project was exploited maliciously, causing $30,000 in damages. Attackers exploited the inconsistency between WDODGE's charging mechanism and swap pools to launch the attack. The root cause of the incident is that the sender's LP pair is not excluded from the transfer fee through the tightened token contract. As a result, the attacker is able to drain the deflationary tokens in the LP pair, which in turn causes the pair price to become unbalanced.","30,000",Flash loan attack,2022-04-24,https://mp.weixin.qq.com/s/l6XES9gtYlclw59AF1whdg,,,,,,
Last Kilometer,,"The Last Kilometer project was exploited in a flash loan attack, resulting in a loss of $26,495.","26,495",Flash loan attack,2022-04-24,https://mp.weixin.qq.com/s/l6XES9gtYlclw59AF1whdg,,,,,,
Medamon,,"The Medamon project was exploited in a flash loan attack, resulting in a loss of $3,159.","3,159",Flash Loan Attack,2022-04-24,https://mp.weixin.qq.com/s/l6XES9gtYlclw59AF1whdg,,,,,,
PI-DAO,,"The PI-DAO project was exploited in a flash loan attack, resulting in a loss of $6,445.","6,445",Flash Loan Attack,2022-04-24,https://mp.weixin.qq.com/s/l6XES9gtYlclw59AF1whdg,,,,,,
ZEED,,"The DeFi ecological protocol ZEED was attacked and lost about $1 million. At present, the attacker's gains are all in the attack contract.","1,000,000",Contract Vulnerability,2022-04-21,https://twitter.com/BlockSecTeam/status/1517052623354232832,,,,,,
MaxAPY Finance,,"A Rug Pull occurred in MaxAPY Finance, an automatic pledge protocol on BNB Chain, and its official Twitter account and Telegram group have been deleted. MaxAPY contract owners have transferred 1,042 BNB.",1042 BNB,Rug Pull,2022-04-20,https://twitter.com/PeckShieldAlert/status/1516676658350428160,,,,,,
Rikkei Finance,,"Metaverse DeFi protocol Rikkei Finance was attacked because the attacker changed the oracle machine to a malicious contract. Rikkei Finance said users affected by the exploit will be fully compensated, and the team said the bug is being fixed and services have been fully restored. The total loss value is approximately $1.1 million (2671 BNB).","1,100,000",Contract Vulnerability,2022-04-15,https://twitter.com/RikkeiFinance/status/1514838355758161920,,,,,,
Elephant Money,,"Elephant Money was attacked, resulting in the loss of 27,416.46 BNB. The attacker first used WBNB to buy a large amount of ELEPHANT, and then used BUSD to mint the TRUNK stablecoin. During the minting process, the Elephant contract will convert BUSD to WBNB and then back to ELEPHANT to drive up the ELEPHANT price. The attacker then sells ELEPHANT at a profit.","27,416.46 BNB",Flash loan attack,2022-04-13,https://twitter.com/BlockSecTeam/status/1512832398643265537,,,,,,
